layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
19,self_attn.o_proj,3,128,8,128,8.042802810668945,1.5634765625,4194304
19,self_attn.o_proj,4,32,8,128,2.800253391265869,2.25390625,4194304
19,self_attn.o_proj,4,64,8,128,3.298168420791626,2.126953125,4194304
19,self_attn.o_proj,4,128,8,128,3.7601258754730225,2.0634765625,4194304
19,self_attn.o_proj,8,32,8,128,0.16964972019195557,4.25390625,4194304
19,self_attn.o_proj,8,64,8,128,0.19945164024829865,4.126953125,4194304
19,self_attn.o_proj,8,128,8,128,0.22663159668445587,4.0634765625,4194304
23,self_attn.o_proj,2,32,8,128,11.683828353881836,1.25390625,4194304
23,self_attn.o_proj,2,64,8,128,13.751884460449219,1.126953125,4194304
23,self_attn.o_proj,2,128,8,128,15.663307189941406,1.0634765625,4194304
23,self_attn.o_proj,3,32,8,128,5.024852752685547,1.75390625,4194304
23,self_attn.o_proj,3,64,8,128,5.9751081466674805,1.626953125,4194304
23,self_attn.o_proj,3,128,8,128,6.903275966644287,1.5634765625,4194304
23,self_attn.o_proj,4,32,8,128,2.348159074783325,2.25390625,4194304
23,self_attn.o_proj,4,64,8,128,2.792067527770996,2.126953125,4194304
23,self_attn.o_proj,4,128,8,128,3.2341854572296143,2.0634765625,4194304
23,self_attn.o_proj,8,32,8,128,0.1421281099319458,4.25390625,4194304
23,self_attn.o_proj,8,64,8,128,0.16883070766925812,4.126953125,4194304
23,self_attn.o_proj,8,128,8,128,0.19497263431549072,4.0634765625,4194304
0,mlp.gate_proj,2,32,8,128,13.262045860290527,3.76171875,12582912
0,mlp.gate_proj,2,64,8,128,15.56408977508545,3.380859375,12582912
0,mlp.gate_proj,2,128,8,128,17.704227447509766,3.1904296875,12582912
0,mlp.gate_proj,3,32,8,128,5.6746745109558105,5.26171875,12582912
0,mlp.gate_proj,3,64,8,128,6.668169975280762,4.880859375,12582912
0,mlp.gate_proj,3,128,8,128,7.604234218597412,4.6904296875,12582912
0,mlp.gate_proj,4,32,8,128,2.6480109691619873,6.76171875,12582912
0,mlp.gate_proj,4,64,8,128,3.112020969390869,6.380859375,12582912
0,mlp.gate_proj,4,128,8,128,3.5492377281188965,6.1904296875,12582912
0,mlp.gate_proj,8,32,8,128,0.1603037267923355,12.76171875,12582912
0,mlp.gate_proj,8,64,8,128,0.18821726739406586,12.380859375,12582912
0,mlp.gate_proj,8,128,8,128,0.2138681262731552,12.1904296875,12582912
1,mlp.gate_proj,2,32,8,128,13.563522338867188,3.76171875,12582912
1,mlp.gate_proj,2,64,8,128,15.887648582458496,3.380859375,12582912
1,mlp.gate_proj,2,128,8,128,18.042863845825195,3.1904296875,12582912
1,mlp.gate_proj,3,32,8,128,5.800502300262451,5.26171875,12582912
1,mlp.gate_proj,3,64,8,128,6.803462505340576,4.880859375,12582912
1,mlp.gate_proj,3,128,8,128,7.735164165496826,4.6904296875,12582912
1,mlp.gate_proj,4,32,8,128,2.706897497177124,6.76171875,12582912
1,mlp.gate_proj,4,64,8,128,3.1756632328033447,6.380859375,12582912
1,mlp.gate_proj,4,128,8,128,3.610748529434204,6.1904296875,12582912
1,mlp.gate_proj,8,32,8,128,0.1638745218515396,12.76171875,12582912
1,mlp.gate_proj,8,64,8,128,0.19202490150928497,12.380859375,12582912
1,mlp.gate_proj,8,128,8,128,0.21752628684043884,12.1904296875,12582912
2,mlp.gate_proj,2,32,8,128,16.399377822875977,3.76171875,12582912
2,mlp.gate_proj,2,64,8,128,19.2608699798584,3.380859375,12582912
2,mlp.gate_proj,2,128,8,128,21.89007568359375,3.1904296875,12582912
2,mlp.gate_proj,3,32,8,128,7.012250900268555,5.26171875,12582912
2,mlp.gate_proj,3,64,8,128,8.244902610778809,4.880859375,12582912
2,mlp.gate_proj,3,128,8,128,9.38089656829834,4.6904296875,12582912
2,mlp.gate_proj,4,32,8,128,3.2715022563934326,6.76171875,12582912
2,mlp.gate_proj,4,64,8,128,3.8465962409973145,6.380859375,12582912
2,mlp.gate_proj,4,128,8,128,4.38081693649292,6.1904296875,12582912
2,mlp.gate_proj,8,32,8,128,0.19800934195518494,12.76171875,12582912
2,mlp.gate_proj,8,64,8,128,0.23248572647571564,12.380859375,12582912
2,mlp.gate_proj,8,128,8,128,0.2638084292411804,12.1904296875,12582912
3,mlp.gate_proj,2,32,8,128,15.650110244750977,3.76171875,12582912
3,mlp.gate_proj,2,64,8,128,18.513334274291992,3.380859375,12582912
3,mlp.gate_proj,2,128,8,128,21.20941162109375,3.1904296875,12582912
3,mlp.gate_proj,3,32,8,128,6.695751667022705,5.26171875,12582912
3,mlp.gate_proj,3,64,8,128,7.933740615844727,4.880859375,12582912
3,mlp.gate_proj,3,128,8,128,9.1107177734375,4.6904296875,12582912
3,mlp.gate_proj,4,32,8,128,3.124630928039551,6.76171875,12582912
3,mlp.gate_proj,4,64,8,128,3.7034881114959717,6.380859375,12582912
3,mlp.gate_proj,4,128,8,128,4.252685546875,6.1904296875,12582912
3,mlp.gate_proj,8,32,8,128,0.18909910321235657,12.76171875,12582912
3,mlp.gate_proj,8,64,8,128,0.22382506728172302,12.380859375,12582912
3,mlp.gate_proj,8,128,8,128,0.256191223859787,12.1904296875,12582912
4,mlp.gate_proj,2,32,8,128,15.414711952209473,3.76171875,12582912
4,mlp.gate_proj,2,64,8,128,18.240922927856445,3.380859375,12582912
4,mlp.gate_proj,2,128,8,128,20.901676177978516,3.1904296875,12582912
4,mlp.gate_proj,3,32,8,128,6.598031520843506,5.26171875,12582912
4,mlp.gate_proj,3,64,8,128,7.8260931968688965,4.880859375,12582912
4,mlp.gate_proj,3,128,8,128,9.005707740783691,4.6904296875,12582912
4,mlp.gate_proj,4,32,8,128,3.0782814025878906,6.76171875,12582912
4,mlp.gate_proj,4,64,8,128,3.6512110233306885,6.380859375,12582912
4,mlp.gate_proj,4,128,8,128,4.201859951019287,6.1904296875,12582912
4,mlp.gate_proj,8,32,8,128,0.1863451451063156,12.76171875,12582912
4,mlp.gate_proj,8,64,8,128,0.2207205593585968,12.380859375,12582912
4,mlp.gate_proj,8,128,8,128,0.2530387043952942,12.1904296875,12582912
5,mlp.gate_proj,2,32,8,128,15.323899269104004,3.76171875,12582912
5,mlp.gate_proj,2,64,8,128,18.148178100585938,3.380859375,12582912
5,mlp.gate_proj,2,128,8,128,20.8067684173584,3.1904296875,12582912
5,mlp.gate_proj,3,32,8,128,6.559457778930664,5.26171875,12582912
5,mlp.gate_proj,3,64,8,128,7.780609607696533,4.880859375,12582912
